text,label,clean_text
"`   I'm here to improve the encyclopedia, why do you insist ``palestine`` exists, and that Jerusalem belongs to it? You have come off quite combative inthis post, I don't appreciate it, you fuc king little fa ggot.`",threat,   im here to improve the encyclopedia why do you insist palestine exists and that jerusalem belongs to it you have come off quite combative inthis post i dont appreciate it you fuc king little fa ggot
"`  == J.Delanoy, you are a fuck'ing moronic asshole (Come ``pwn`` my sockfarm if you are able to, I've saved up a few socks and vandalised some obscure pages!) ==  F U C K    Y O U    `",threat,   jdelanoy you are a fucking moronic asshole come pwn my sockfarm if you are able to ive saved up a few socks and vandalised some obscure pages   f u c k    y o u    
"  Or just simply tell me, since you're so confident about this, which psychological researcher do you think it was who was studying childhood sexual abuse prior to Freud?   Kingshowman",threat,  or just simply tell me since youre so confident about this which psychological researcher do you think it was who was studying childhood sexual abuse prior to freud   kingshowman
  Fuck you. Blow it out your ass. Suck my fattie and kiss my anal ring you cunt.,threat,  fuck you blow it out your ass suck my fattie and kiss my anal ring you cunt
  Troll and fool - If you claim him to be  a CURRENT administrator of Malaria No More it is up to YOU to provide evidence of it. That is what WP requires. He was there at the outset in 2007. According to official records he is not listed as director or administrator     ,threat,  troll and fool  if you claim him to be  a current administrator of malaria no more it is up to you to provide evidence of it that is what wp requires he was there at the outset in  according to official records he is not listed as director or administrator     
  == what kind of a stupid name is bongwarrior anyway ==  prick   ,threat,   what kind of a stupid name is bongwarrior anyway   prick   
  Mine ur own fucking bussiness.wat da fuck is ur problem u ugly fat ass motherfuck ].go suck on your moms dick and fuck ur dads pussy.u fat bitch.,threat,  mine ur own fucking bussinesswat da fuck is ur problem u ugly fat ass motherfuck go suck on your moms dick and fuck ur dads pussyu fat bitch
I am still a gigantic faggot,threat,i am still a gigantic faggot
 YOU SMELL LIKE SHIT MOTHERFUCKER!,threat, you smell like shit motherfucker
   FUCK YOU CHILD MOLESTER,threat,   fuck you child molester
"Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks     Anthony Bradbury sucks cock and eats shit, Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks  Notrhbysouthbanof sucks cocks NEWLIN",threat,notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks     anthony bradbury sucks cock and eats shit notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks     anthony bradbury sucks cock and eats shit notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks     anthony bradbury sucks cock and eats shit notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks     anthony bradbury sucks cock and eats shit notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks     anthony bradbury sucks cock and eats shit notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks     anthony bradbury sucks cock and eats shit notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks     anthony bradbury sucks cock and eats shit notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks     anthony bradbury sucks cock and eats shit notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks     anthony bradbury sucks cock and eats shit notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks     anthony bradbury sucks cock and eats shit notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks  notrhbysouthbanof sucks cocks newlin
